#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#        <prior id="ucldStdevPrior.c:cpacific" name="distribution">
#            <parameter id="ucldStdev.c:cpacific" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.07" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.08" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="MeanRatePrior.c:cpacific" name="distribution">
#            <parameter id="ucldMean.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	logP(mrca(NewZealand))	mrca.age(NewZealand)	logP(mrca(EastPolynesian))	mrca.age(EastPolynesian)	ucldMean.c:cpacific	ucldStdev.c:cpacific	rate.c:cpacific.mean	rate.c:cpacific.variance	rate.c:cpacific.coefficientOfVariation
23020000	-156.9670834018974	NaN	-156.9670834018974	NaN	1845.821083959229	0.6790315554157756	-146.75569111935903	0.0011382916368475847	0.04940813906204708	0.9505918609379495	-4.659272388407454	753.6045473921004	-5.788473686191611	1072.7138180814138	Infinity	0.08727022444233054	Infinity	NaN	NaN
23030000	-156.85192658751473	NaN	-156.85192658751473	NaN	1164.7988844851973	0.11016848425407924	-144.07432588202326	0.0018194582906086746	0.06791433617297854	0.932085663827018	-5.477095048389781	806.090645461449	-5.530216714008705	988.9474031866343	Infinity	0.7038161517255948	Infinity	NaN	NaN
23040000	-154.08855283016035	NaN	-154.08855283016035	NaN	2200.035895601346	0.07885177280708629	-145.13762293406722	0.0011319712334048881	0.06791433617297854	0.932085663827018	-4.717462785048146	758.3246575040699	-5.870702529636302	1083.2578897695032	Infinity	0.022197134601343208	Infinity	NaN	NaN
23050000	-149.49264736648027	NaN	-149.49264736648027	NaN	1474.185636546817	0.5155792452404785	-138.94411267301203	0.0018203349954995307	0.41089261551075273	0.5891073844892438	-4.632596448507512	751.1689395603481	-6.813706473092299	1160.598739341225	Infinity	0.038948786638566706	Infinity	NaN	NaN
23060000	-149.4694393233488	NaN	-149.4694393233488	NaN	1174.7425778696204	0.7256141632301568	-136.6946623226335	0.0018335666168705627	0.7625302119363004	0.23746978806369617	-4.692871279954233	756.4036916219369	-6.782677139109601	841.3451280346653	Infinity	0.3918502330277433	Infinity	NaN	NaN
23070000	-158.64138859298583	NaN	-158.64138859298583	NaN	1999.9443475439782	2.1685538705442413	-146.8014976648695	0.0010910326808453781	0.32356711756030454	0.6764328824396921	-4.660816783563908	727.8750379227863	-6.398381235513471	1132.2325615210343	Infinity	0.04074685240450574	Infinity	NaN	NaN
23080000	-166.17424512674552	NaN	-166.17424512674552	NaN	2775.851701356432	0.9249009185675142	-154.33904427306953	5.420684932594017E-4	0.8889580343905729	0.11104196560942386	-6.518311243194869	872.1442279492306	-5.8261966313031825	922.2712521507752	Infinity	0.03752588045441092	Infinity	NaN	NaN
23090000	-157.64910859945346	NaN	-157.64910859945346	NaN	1939.5519623977607	0.4260493364788745	-145.1934479145719	0.0010965697865810843	0.4843914934578566	0.5156085065421401	-4.698808072555863	726.4586027387021	-5.618590085226892	1043.4698438078924	Infinity	0.7197694290611906	Infinity	NaN	NaN
23100000	-144.94532133632885	NaN	-144.94532133632885	NaN	1107.9917175889022	0.9944204342918439	-135.69209167977425	0.0020664893770809766	0.7422486314048511	0.2577513685951456	-4.559286865772361	740.9092671794214	-5.556429238909996	1025.4246021472243	Infinity	0.016852462518773897	Infinity	NaN	NaN
23110000	-152.5273426485253	NaN	-152.5273426485253	NaN	1516.0061132873986	1.4487005605197671	-140.7162708824838	0.0016052570807922738	0.14500628508110125	0.8549937149188954	-4.821327790463832	765.7449731375119	-6.135032739007269	889.4627646614495	Infinity	0.13426461919193775	Infinity	NaN	NaN
23120000	-158.49133553496705	NaN	-158.49133553496705	NaN	1575.7237548329808	1.9796533601042166	-146.12500785666822	0.0016658584969637881	0.26394735605932684	0.7360526439406698	-5.289569994337709	794.8377715180382	-5.8615089112826535	917.8537655044506	Infinity	0.10779359640800824	Infinity	NaN	NaN
23130000	-151.76727100825693	NaN	-151.76727100825693	NaN	1402.6349087016933	2.004526713962883	-139.2199034116986	0.001621032972619834	0.26394735605932684	0.7360526439406698	-5.233349751898408	791.4628244946988	-5.720149049547473	937.383655431715	Infinity	0.16647276799432237	Infinity	NaN	NaN
23140000	-146.6586800585661	NaN	-146.6586800585661	NaN	1066.4793388609394	2.2112070484777697	-134.20120343962367	0.002312794035425365	0.26394735605932684	0.7360526439406698	-4.686807258520848	726.8741087532918	-6.543329273744203	857.226013955522	Infinity	0.07888308149682706	Infinity	NaN	NaN
23150000	-164.8698036618869	NaN	-164.8698036618869	NaN	3034.3485354574036	1.3031787994549857	-152.784430022249	7.538302369709106E-4	0.5465258697714379	0.4534741302285588	-4.827052477017181	766.1320086428487	-5.814399340562297	1076.1958819582178	Infinity	0.28346671458736816	Infinity	NaN	NaN
23160000	-153.4252317593339	NaN	-153.4252317593339	NaN	1247.8915656719798	1.0775434351071778	-142.51877330559705	0.002134349064475574	0.25160508447980606	0.7483949155201907	-4.672386310334028	754.7259077256329	-5.603031853158609	1039.7298713730224	Infinity	0.1598839625248018	Infinity	NaN	NaN
23170000	-152.6518401073949	NaN	-152.6518401073949	NaN	1212.1746729590973	0.35120590486249587	-143.3721111745262	0.0018493212362992008	0.25160508447980606	0.7483949155201907	-4.582506517966544	745.4867758125351	-5.591467199912639	1036.7038092627658	Infinity	0.052058300497229724	Infinity	NaN	NaN
23180000	-153.89787025203344	NaN	-153.89787025203344	NaN	1814.253879278412	0.6352665440334005	-141.7749355905835	0.0020541893771146157	0.25160508447980606	0.7483949155201907	-5.749013120056785	714.012792638581	-6.4481251553929075	864.057627194451	Infinity	0.11594924844588832	Infinity	NaN	NaN
23190000	-149.83015743964233	NaN	-149.83015743964233	NaN	1348.871120232071	0.1985609153219026	-141.71660324366317	0.0016263858679696412	0.25160508447980606	0.7483949155201907	-4.89879688167201	770.8596905494991	-6.124932522028266	890.3803117286404	Infinity	0.0012146210587191803	Infinity	NaN	NaN
23200000	-144.76444125627637	NaN	-144.76444125627637	NaN	970.9850229727735	0.1985609153219026	-136.33920408238632	0.002223015860073259	0.29694834064952624	0.7030516593504705	-4.555761251290429	738.9517169802347	-5.765220212296065	930.5577228047206	Infinity	0.010436921969403276	Infinity	NaN	NaN
23210000	-163.2625646095622	NaN	-163.2625646095622	NaN	2348.091748037888	0.36379829733818486	-151.1389145986062	0.0012291577684257159	0.29694834064952624	0.7030516593504705	-6.647542854749469	881.0038994776191	-6.0456172582214975	1102.1282075656607	Infinity	0.08501951108831712	Infinity	NaN	NaN
23220000	-160.2914411164987	NaN	-160.2914411164987	NaN	3945.088778500028	2.0312377966184956	-150.86297011233356	0.0013530436214341526	0.29694834064952624	0.7030516593504705	-4.5595994158051525	736.0822316687659	-5.580318244723222	1033.5289503356303	Infinity	0.0026677639399066734	Infinity	NaN	NaN
23230000	-161.77736561424607	NaN	-161.77736561424607	NaN	3026.521455888318	2.11940828773396	-150.63526567305487	0.0012142945663820843	0.4028714851918857	0.5971285148081111	-4.764830176531754	761.818685938713	-5.564396364227084	1028.3857869485137	Infinity	0.04693731796409886	Infinity	NaN	NaN
23240000	-149.05324616528725	NaN	-149.05324616528725	NaN	1189.8093412066003	1.7483471397616066	-138.16126319019585	0.001888781748711416	0.4028714851918857	0.5971285148081111	-4.872233997599102	722.2321997525435	-5.5385943780276525	982.9790371395218	Infinity	0.05018806439704102	Infinity	NaN	NaN
23250000	-157.8822993417329	NaN	-157.8822993417329	NaN	1705.2314050537382	1.7483471397616066	-145.1416270131171	0.0010644869205824027	0.4028714851918857	0.5971285148081111	-4.834864406267915	766.6574740228403	-5.817851196371513	1076.6475671079975	Infinity	0.3317556193995983	Infinity	NaN	NaN
23260000	-152.84298923433602	NaN	-152.84298923433602	NaN	1410.3134729708493	0.6975847462334899	-143.44550413815338	0.0016884484525487335	0.4028714851918857	0.5971285148081111	-4.767017166388146	761.9748704939684	-5.546674461384978	978.7558280028552	Infinity	0.026976595037922973	Infinity	NaN	NaN
23270000	-158.20210479676336	NaN	-158.20210479676336	NaN	2574.5190401540513	0.5894473029583365	-145.46628862644886	0.0012059459878049305	0.38900728967871645	0.6109927103212804	-5.091761491863842	782.9038726056842	-5.532126919772734	1012.6634912879268	Infinity	0.662016678364967	Infinity	NaN	NaN
23280000	-155.27970459331328	NaN	-155.27970459331328	NaN	1353.1454723442894	0.5894473029583365	-144.90640930045333	9.405083567628512E-4	0.09227557385499556	0.9077244261450014	-5.3394418122178475	797.828071802415	-5.707230543217033	939.481932611117	Infinity	0.05055956478305056	Infinity	NaN	NaN
23290000	-156.95392047077013	NaN	-156.95392047077013	NaN	1704.93211150925	0.5894473029583365	-144.419704138261	0.00136332587235447	0.09227557385499556	0.9077244261450014	-4.994328632540694	776.9071860743234	-5.554300075650964	1024.5728941959223	Infinity	0.6241293882388657	Infinity	NaN	NaN
23300000	-154.10488007634396	NaN	-154.10488007634396	NaN	1919.2524735644379	0.26676579444653403	-143.87403390796658	0.0015444671288022541	0.09227557385499556	0.9077244261450014	-4.644790416199671	752.3121025063102	-5.822510597936564	1077.2530748570955	Infinity	0.1497439642642171	Infinity	NaN	NaN
23310000	-151.1083442089383	NaN	-151.1083442089383	NaN	1581.6481468324537	0.36998264946526493	-139.7973465114915	0.0021602388311814645	0.1233870704862283	0.8766129295137687	-4.6003852232637	747.7820454181282	-5.659040993784291	948.0515111689422	Infinity	0.4206258650613711	Infinity	NaN	NaN
23320000	-146.44142080083387	NaN	-146.44142080083387	NaN	1036.6296713612344	0.9236802835662706	-135.20995098456427	0.002425019217989244	0.1233870704862283	0.8766129295137687	-5.019713766238088	778.4823610040324	-7.878967220176314	782.9811758863508	Infinity	0.003688187551337478	Infinity	NaN	NaN
23330000	-161.43620988685697	NaN	-161.43620988685697	NaN	2016.9972421849973	2.01193734429613	-149.23796254906188	0.0013444892097662657	0.1233870704862283	0.8766129295137687	-4.558871922021792	740.7625208004594	-5.788755244428966	1072.752529198125	Infinity	0.21594625762462105	Infinity	NaN	NaN
23340000	-163.41011466416802	NaN	-163.41011466416802	NaN	2623.2348242744993	2.163436958777034	-153.06904797750184	9.164668962771262E-4	0.2545630024673817	0.7454369975326153	-4.890241845476879	770.3061865854046	-6.067650881145568	1104.2633360249713	Infinity	0.002461551752770328	Infinity	NaN	NaN
23350000	-154.54308347868346	NaN	-154.54308347868346	NaN	1239.3347066273614	2.41320431997572	-142.9131836786791	0.0015470956141569337	0.722148257398726	0.277851742601271	-4.8159980844920405	765.3830773103892	-6.045072303614381	1102.0748337663713	Infinity	0.025461293600616833	Infinity	NaN	NaN
23360000	-158.07954101957733	NaN	-158.07954101957733	NaN	1586.4431531208309	2.41320431997572	-144.59067309943464	0.0011163481377734024	0.722148257398726	0.277851742601271	-5.221852719042557	790.7716574277555	-5.683867897369084	943.4740452223369	Infinity	0.2903809407792321	Infinity	NaN	NaN
23370000	-153.56682617430965	NaN	-153.56682617430965	NaN	1099.0746971359422	0.44528004737287813	-141.42990015361775	0.0023341128213069627	0.1570125437860448	0.8429874562139522	-6.032289585856546	712.714427332975	-6.24829286959277	879.6518259050013	Infinity	0.1351016131204947	Infinity	NaN	NaN
23380000	-164.84872024657054	NaN	-164.84872024657054	NaN	3041.9702988831045	0.0504345809976004	-152.74700520763687	0.0010686195802529132	0.1570125437860448	0.8429874562139522	-5.088816453309675	782.7243077504122	-5.575575335435611	967.9167906085296	Infinity	0.6213741057256771	Infinity	NaN	NaN
23390000	-151.36942825750504	NaN	-151.36942825750504	NaN	1428.2164803455096	0.02288360544779078	-141.45402843702237	0.0020117678416416112	0.6106761668649171	0.3893238331350799	-4.559870957434934	741.1033541710567	-5.534455449889086	1014.3852220673314	Infinity	0.20749845726340227	Infinity	NaN	NaN
23400000	-163.5770034027301	NaN	-163.5770034027301	NaN	4618.94937592793	0.13607959252012747	-153.61217924806945	8.606315330506946E-4	0.47645849420413516	0.5235415057958619	-4.574214015220906	744.2112542750709	-5.681647427421994	1056.1317571841876	Infinity	0.16343027103209026	Infinity	NaN	NaN
23410000	-155.37529381180192	NaN	-155.37529381180192	NaN	1309.8136102954504	0.16004907310296818	-145.7182495355844	0.0011329135227150832	0.32067601670487483	0.6793239832951222	-4.842953595508551	767.198484331034	-5.99777409922911	1097.3309180102958	Infinity	0.04401883384421688	Infinity	NaN	NaN
23420000	-157.71200844660993	NaN	-157.71200844660993	NaN	2147.2117445102863	0.16640042627135793	-150.14264947251462	0.0011906514705411985	0.15650246289359127	0.8434975371064057	-4.579616994948865	745.0637588298512	-5.614356625021488	1042.484798652865	Infinity	0.0024054980716069793	Infinity	NaN	NaN
23430000	-153.385233637866	NaN	-153.385233637866	NaN	1611.1967117125364	0.27933800046543994	-143.75094434240768	0.0013099926838128614	0.32115203293311056	0.6788479670668864	-4.808353831254863	723.5118584923907	-6.157797326705394	1112.5778492877378	Infinity	0.027108517038740315	Infinity	NaN	NaN
23440000	-150.40520436616853	NaN	-150.40520436616853	NaN	1127.6803819513118	0.4076478530910938	-140.14332432849577	0.0015569384063738104	0.32115203293311056	0.6788479670668864	-7.521131130591547	945.7997556316178	-5.5730168027146165	968.724423739329	Infinity	9.150383115892015E-4	Infinity	NaN	NaN
23450000	-149.02631162154094	NaN	-149.02631162154094	NaN	975.1514735674955	1.9669932629820959	-139.48388307682825	0.0023364397019909485	0.32115203293311056	0.6788479670668864	-4.591780646712827	731.7885223414141	-5.704601009415428	939.9180076524315	Infinity	0.002794726345628945	Infinity	NaN	NaN
23460000	-157.04449606429574	NaN	-157.04449606429574	NaN	1398.7343397688248	3.1567656342454784	-142.74905354814433	0.001349700081437344	0.42927701276589103	0.570722987234106	-4.614922743096587	749.3930267666508	-5.725817728056412	936.484803572114	Infinity	0.45229542428996544	Infinity	NaN	NaN
23470000	-150.686493896515	NaN	-150.686493896515	NaN	1110.118433458195	2.6329162121136624	-139.95456240209109	0.0019582499860330083	0.42927701276589103	0.570722987234106	-4.57698154774193	744.6592185693052	-5.699331351602217	940.8015823844163	Infinity	0.008797036322085578	Infinity	NaN	NaN
23480000	-160.5469222252161	NaN	-160.5469222252161	NaN	1167.8641557073952	2.6329162121136624	-145.81703839901974	0.0026400631950014865	0.42927701276589103	0.570722987234106	-6.1265440914216915	846.2857477338487	-6.501243980132865	860.2047739770702	Infinity	0.14493854910242998	Infinity	NaN	NaN
23490000	-150.00266829269032	NaN	-150.00266829269032	NaN	1179.282275669891	2.6329162121136624	-137.97145991192113	0.0019431183143380872	0.615307869113356	0.384692130886641	-5.200300125369353	789.4747049455353	-5.5607511595886745	1027.071180393884	Infinity	0.04258308107246788	Infinity	NaN	NaN
23500000	-161.71706743241802	NaN	-161.71706743241802	NaN	3018.6134224267116	0.8595728910157462	-151.01345201670532	7.426527827355633E-4	0.01841788387714194	0.9815821161228551	-4.973124696892111	775.5827336073272	-5.537058103851935	1016.093094580702	Infinity	0.12263709676390058	Infinity	NaN	NaN
23510000	-162.8690918851631	NaN	-162.8690918851631	NaN	2306.3242675598904	0.6781379769865274	-151.5009416925846	6.692211923553273E-4	0.01841788387714194	0.9815821161228551	-4.563264991269298	735.2115521932977	-5.894391231642391	913.943912190987	Infinity	0.3053681082708753	Infinity	NaN	NaN
23520000	-152.00337366393845	NaN	-152.00337366393845	NaN	1125.1494102119743	1.4589461749452666	-141.4871724024209	0.00154242715311302	0.08238634329626048	0.9176136567037365	-4.892322757426987	770.4410404246191	-5.606835937628088	1040.6760908729746	Infinity	0.03701188160017462	Infinity	NaN	NaN
23530000	-161.08039460825398	NaN	-161.08039460825398	NaN	2193.7171408809786	1.7213644372006254	-149.79373956092508	0.0013219256975562097	0.08238634329626048	0.9176136567037365	-5.033551621875894	719.7627733223252	-5.630494608285301	1046.1271913501216	Infinity	0.0660980676246093	Infinity	NaN	NaN
23540000	-159.46907671027185	NaN	-159.46907671027185	NaN	2173.7882999770522	0.8217818912303313	-144.879360189266	0.0013558846672159976	0.08238634329626048	0.9176136567037365	-6.338177229170142	860.075057299385	-5.841372438549771	1079.6572306017486	Infinity	0.6819655859629439	Infinity	NaN	NaN
23550000	-157.07259123152724	NaN	-157.07259123152724	NaN	1456.5463647781946	0.4437540716770432	-146.44445014419108	0.002048957140069102	0.08238634329626048	0.9176136567037365	-6.078351431965661	843.2007411703152	-5.671878551791162	1054.3635599640784	Infinity	0.02950941419114234	Infinity	NaN	NaN
23560000	-153.11421812981587	NaN	-153.11421812981587	NaN	1763.3583084792485	0.6333260820005623	-143.1300456281922	0.0020133864116754292	0.524863380046228	0.475136619953769	-5.002105015137501	777.3908593229646	-6.351462577899981	1128.6354429158011	Infinity	0.012579713835339483	Infinity	NaN	NaN
23570000	-171.30374581330747	NaN	-171.30374581330747	NaN	4274.171921535932	0.9826498404458068	-158.36719884609258	4.298476724716282E-4	0.48279803085586437	0.5172019691441326	-5.0753453518968366	781.9018230647531	-5.821964436457039	922.8176552229365	Infinity	0.5248988730204935	Infinity	NaN	NaN
23580000	-147.66371525087132	NaN	-147.66371525087132	NaN	990.3788416750492	1.4695853238456966	-137.24287708012585	0.0014358811797063951	0.07376725250190247	0.9262327474980945	-4.558938542262572	736.2811829569722	-5.5628528572435805	972.1632839397976	Infinity	0.058914232431634385	Infinity	NaN	NaN
23590000	-156.5004905330913	NaN	-156.5004905330913	NaN	1298.0857350976596	2.6807109793736608	-144.37620130466092	0.0011619804193146995	0.34622896955592064	0.6537710304440763	-4.5562683119749	739.4795185403322	-5.654170354614946	948.9977185956976	Infinity	0.10743750779339117	Infinity	NaN	NaN
23600000	-160.3021284993213	NaN	-160.3021284993213	NaN	2375.2106145130238	1.1797807205544335	-150.37977528489142	7.889153834245082E-4	0.8433214269096807	0.15667857309031616	-4.726710327238533	725.5811231366382	-5.999269420156129	902.5155703752271	Infinity	0.013081292066810829	Infinity	NaN	NaN
23610000	-163.23413578450052	NaN	-163.23413578450052	NaN	2616.081627700356	1.0738046102356003	-149.47800392974202	0.0020662981039702524	0.18158012635116838	0.8184198736488285	-4.55592166707068	737.7731366636009	-6.422128661875982	865.9835873720522	Infinity	0.7173344064235639	Infinity	NaN	NaN
23620000	-157.77990251011903	NaN	-157.77990251011903	NaN	1346.83279318969	1.7953409137027319	-144.92504288975942	0.0011777890034681431	0.18158012635116838	0.8184198736488285	-5.599041194350299	813.452510041448	-5.642091360492047	1048.5762578425474	Infinity	0.21169277258680713	Infinity	NaN	NaN
23630000	-153.20007715197278	NaN	-153.20007715197278	NaN	1421.2617201807425	0.682050574195526	-141.10693769898236	0.001636102669214555	0.11502827525201595	0.8849717247479809	-4.84867017365715	767.5790005005744	-6.205706101641394	883.2440680351846	Infinity	0.33603417360232596	Infinity	NaN	NaN
23640000	-179.11921253743571	NaN	-179.11921253743571	NaN	8294.71290891327	0.9386691519785711	-167.22368547062396	3.0329328296122774E-4	0.11502827525201595	0.8849717247479809	-6.084825065849802	843.6140111608373	-7.227740825554178	1184.58776266922	Infinity	0.006064454363819909	Infinity	NaN	NaN
23650000	-159.896501314144	NaN	-159.896501314144	NaN	3656.4311172851994	0.3069874788783651	-150.48924937378894	7.81408827068404E-4	0.15140237154296743	0.8485976284570295	-4.611871610706228	730.3492830985296	-5.529417762184593	989.6955902722873	Infinity	0.07232228441169498	Infinity	NaN	NaN
23660000	-152.84476528779987	NaN	-152.84476528779987	NaN	1498.7302770950737	1.3829773317381606	-140.29857428655802	0.0011962189897037998	0.15140237154296743	0.8485976284570295	-6.848447379659748	895.1286498842492	-5.84436559683096	1080.0321032634024	Infinity	0.03155674699500118	Infinity	NaN	NaN
23670000	-149.84619544039387	NaN	-149.84619544039387	NaN	1132.2601687809345	0.6480220081137053	-137.76257000385505	0.0027982797388756706	0.15140237154296743	0.8485976284570295	-5.356338785314178	716.521117501674	-6.0851306841102915	894.0734249663922	Infinity	0.24974554587426223	Infinity	NaN	NaN
23680000	-144.10975882368544	NaN	-144.10975882368544	NaN	1032.9432544870278	0.7722815541033876	-133.62726480196704	0.00226683759697374	0.3850144856917656	0.6149855143082312	-6.321938147926533	859.0024463795718	-5.564490145210996	1028.4188057519073	Infinity	0.008816742606502052	Infinity	NaN	NaN
23690000	-152.50891606725844	NaN	-152.50891606725844	NaN	1470.9014640571495	0.5590247537179432	-143.39724194493652	0.001624649814007033	0.22544446055606146	0.7745555394439354	-4.77381489936733	762.4578923195468	-6.0056400488503945	901.8642440638856	Infinity	0.00793881064251351	Infinity	NaN	NaN
23700000	-153.98975193228932	NaN	-153.98975193228932	NaN	1494.564552732065	0.5344936053728062	-143.38441202127038	0.0015193293204622458	0.9374326040448475	0.06256739595514937	-4.57762638466167	733.1343354443277	-5.611892601281135	1041.9008071732208	Infinity	0.22500608378759213	Infinity	NaN	NaN
23710000	-146.3191349318563	NaN	-146.3191349318563	NaN	1106.9545449718125	0.10335314158038797	-135.22505142420178	0.00172416138931276	0.9374326040448475	0.06256739595514937	-4.969876497729022	775.3790688660852	-5.5294125349471805	989.7006643375253	Infinity	0.3703774269021932	Infinity	NaN	NaN
23720000	-152.09523997342194	NaN	-152.09523997342194	NaN	2123.624615756124	0.2750672919577465	-143.42550630336316	0.0012512988899870542	0.40045252624663014	0.5995474737533668	-4.5557489675288085	738.9319183156425	-5.958647590902138	1093.2243392799728	Infinity	0.009906046735950712	Infinity	NaN	NaN
23730000	-162.60157593703786	NaN	-162.60157593703786	NaN	3129.880800448211	0.2750672919577465	-152.87196000604106	7.972661961812477E-4	0.25324759898367266	0.7467524010163243	-4.747134318293062	760.5397521052504	-6.799246857768263	1159.6958445655678	Infinity	0.01048996143436425	Infinity	NaN	NaN
23740000	-148.29855993431295	NaN	-148.29855993431295	NaN	1063.109362019587	1.0271393154764272	-137.32671475967146	0.0023339722233458324	0.4093536240616231	0.5906463759383739	-4.676736724493646	727.2439988516444	-5.89724280925834	913.613185026235	Infinity	0.12850230449379538	Infinity	NaN	NaN
23750000	-166.58542260835915	NaN	-166.58542260835915	NaN	3556.651842368338	0.0652054829059051	-156.80113856129884	7.763255499482175E-4	0.9345196163218121	0.06548038367818487	-4.98175633384281	776.122920325455	-5.730463918499579	1064.2425403150926	Infinity	0.07779138952954276	Infinity	NaN	NaN
23760000	-157.43157019268799	NaN	-157.43157019268799	NaN	2331.566362776203	0.7339586511969539	-146.94197583448158	0.0014624049827144882	0.9345196163218121	0.06548038367818487	-5.71391807977956	820.4482785874608	-5.793805451967981	926.5565887536238	Infinity	0.020702779689883107	Infinity	NaN	NaN
23770000	-158.65442757732873	NaN	-158.65442757732873	NaN	2008.583487223889	0.8131273997627729	-146.00970125785733	0.001400816690043988	0.9818862192295654	0.018113780770431624	-4.970673158980233	775.4290401131526	-7.7287441921145295	1209.9826408502267	Infinity	0.09343488888626997	Infinity	NaN	NaN
23780000	-159.0233632503882	NaN	-159.0233632503882	NaN	1533.9713672438056	2.775275555272053	-140.36951596957618	0.0016523690903543862	0.5550690060161989	0.4449309939837981	-5.945508002401242	834.7948226690827	-6.399385699738314	1132.3085016577204	Infinity	1.3100817578748756	Infinity	NaN	NaN
23790000	-162.3638788825684	NaN	-162.3638788825684	NaN	3448.389268969603	3.1631481962783514	-148.9310384045558	0.0014886162938196191	0.5550690060161989	0.4449309939837981	-5.531455932106933	809.3656265156482	-6.059411960275381	1103.4701155969797	Infinity	0.0457708430059807	Infinity	NaN	NaN
23800000	-157.57186750873353	NaN	-157.57186750873353	NaN	3096.1274244450574	0.42584125953956237	-147.8643256486011	0.001023095601953164	0.4237369591578929	0.5762630408421041	-4.556926137535084	737.0718281361088	-6.1512375475478365	888.0063547914372	Infinity	0.038049089216692915	Infinity	NaN	NaN
23810000	-161.35089049612816	NaN	-161.35089049612816	NaN	2639.433667659928	0.6401817002380078	-151.67456019167227	0.0013092290293722885	0.4237369591578929	0.5762630408421041	-5.3224316015780415	716.7953704766984	-5.542532092923503	1019.1955066256347	Infinity	0.017814962715011717	Infinity	NaN	NaN
23820000	-158.75124519161403	NaN	-158.75124519161403	NaN	2541.6627391472725	0.6401817002380078	-149.92607038744055	0.0010472075656400134	0.4237369591578929	0.5762630408421041	-4.5656916649439045	742.6071660233969	-5.663969820299817	1052.8887702838804	Infinity	0.011551583777990102	Infinity	NaN	NaN
23830000	-151.578007252911	NaN	-151.578007252911	NaN	1393.2803160050057	1.0004450046357254	-138.3693188414946	0.0017965935931227482	0.5374268948547767	0.46257310514522026	-4.840182907799768	722.8454211065102	-6.226809916612819	1118.5496686979811	Infinity	0.5492563313510295	Infinity	NaN	NaN
23840000	-151.8810159240421	NaN	-151.8810159240421	NaN	1322.0984558234513	0.16467331688695866	-140.01159867420597	0.001637949333359212	0.7796150396324423	0.22038496036755467	-6.313279661670046	858.4315577916424	-5.524129864613297	1000.6503140861525	Infinity	0.2220151064830156	Infinity	NaN	NaN
