#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:cpacific" name="distribution">
#            <parameter id="clockRate.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	clockRate.c:cpacific	logP(mrca(NewZealand))	mrca.age(NewZealand)	logP(mrca(EastPolynesian))	mrca.age(EastPolynesian)
8350000	-157.21718029939143	NaN	-157.21718029939143	NaN	2226.783461242049	0.6610250709208122	-144.54894233050751	0.001380035913523973	0.1429505152569967	0.8570494847430035	Infinity	-4.782286916202876	724.108666170316	-7.224925981760235	815.564793894036
8360000	-155.3084218513887	NaN	-155.3084218513887	NaN	1493.2236273121298	3.2290002222689003	-141.63026473005536	0.0015192470818166616	0.45602168106864255	0.5439783189313577	Infinity	-4.924060297985788	772.4811119727448	-5.525096601078643	1004.4449564359595
8370000	-159.69330193688793	NaN	-159.69330193688793	NaN	1864.1265892081244	2.1195559062184994	-147.3683247781903	0.001386489834724723	0.45602168106864255	0.5439783189313577	Infinity	-4.579314689581558	732.9508760187947	-5.626106562897568	1045.1658817482407
8380000	-156.26306695316345	NaN	-156.26306695316345	NaN	1709.0730191472112	3.357691127032639	-141.6595488765558	0.001253741425893592	0.497495195331561	0.5025048046684393	Infinity	-4.640266165939385	751.8945014419558	-6.605560783635627	852.9318481490392
8390000	-159.3195628506862	NaN	-159.3195628506862	NaN	2058.553109809813	4.253679837355063	-144.48492587273054	0.0012547817296650365	0.497495195331561	0.5025048046684393	Infinity	-4.888651500349583	721.9374940704691	-5.692305640251007	942.0005308544564
8400000	-151.99916666856507	NaN	-151.99916666856507	NaN	1184.9460367049387	1.5147714091596576	-140.05628473063632	0.0015611023988311137	0.26532020484662056	0.7346797951533798	Infinity	-4.591393069882365	746.6846960602472	-5.836717458886706	1079.0706949120774
8410000	-159.83441798280106	NaN	-159.83441798280106	NaN	2117.551059271797	0.13213539716488298	-147.70209432146322	0.001302691868667773	0.26532020484662056	0.7346797951533798	Infinity	-5.865966850833009	829.8262259736631	-6.134221413339926	889.536187450626
8420000	-159.78942452633024	NaN	-159.78942452633024	NaN	2267.5344280900076	0.04303291171317791	-147.76499534632504	0.0014481872849644566	0.5706994303630011	0.42930056963699925	Infinity	-5.205058199407075	789.7611848521369	-6.776338068884975	1158.2548166529039
8430000	-160.75645627844582	NaN	-160.75645627844582	NaN	2078.2522652677735	1.796522875006739	-148.4016678993676	0.0021967994661311963	0.5366840317406836	0.46331596825931676	Infinity	-4.911145923338285	721.552633360814	-5.6471195807332135	1049.6005769201224
8440000	-153.44719748684867	NaN	-153.44719748684867	NaN	1221.31401457334	1.796522875006739	-141.35891338026187	0.0016744042702484874	0.5366840317406836	0.46331596825931676	Infinity	-4.653953247214609	753.1370889670792	-5.637807984365463	952.3136780255178
8450000	-155.3879015248743	NaN	-155.3879015248743	NaN	1111.871295522526	2.8821352831484406	-141.21641337289796	0.001924692087439406	0.88585167034843	0.11414832965157024	Infinity	-5.510820913112642	808.12132907072	-5.778531955715277	928.6665244751789
8460000	-159.27788292358645	NaN	-159.27788292358645	NaN	1804.4065143787764	3.9609614313966417	-144.94565231726753	0.0010445807191337662	0.88585167034843	0.11414832965157024	Infinity	-4.655901915471438	728.083029633173	-5.715367259450834	1061.8479652467354
8470000	-146.87929595423816	NaN	-146.87929595423816	NaN	1136.1532926044956	3.1753946892517835	-132.13525908119396	0.0024017745376271296	0.88585167034843	0.11414832965157024	Infinity	-5.6313416915119365	714.6587094858456	-5.937300492280462	1090.9056404287103
8480000	-168.08623862036998	NaN	-168.08623862036998	NaN	4049.4224208457363	3.1753946892517835	-154.32733989248368	9.30081159059323E-4	0.9549786860890721	0.04502131391092819	Infinity	-4.9630970064396	774.9532846873176	-5.620407032194911	956.114167889364
8490000	-161.9895106114575	NaN	-161.9895106114575	NaN	2212.9255801037043	0.2550113645235589	-148.75501488019276	0.0012092985068658559	0.26772013017858776	0.7322798698214126	Infinity	-4.838925627017826	722.8705910706844	-8.140558739723337	1228.755328704298
8500000	-154.0941248126645	NaN	-154.0941248126645	NaN	1236.0881119067867	0.10854965760697359	-143.63898823159136	0.0020238238183822627	0.05539372729119585	0.9446062727088045	Infinity	-4.586383664580847	732.2564726813368	-5.7602032588853245	931.2839844442999
8510000	-160.397611533098	NaN	-160.397611533098	NaN	1736.3307921141231	0.8675621737353248	-145.50860716821097	0.001459932957015802	0.6599518984189575	0.3400481015810428	Infinity	-8.05461843103407	990.0345171620369	-5.966823760117618	1094.0972944270827
8520000	-165.3756041921599	NaN	-165.3756041921599	NaN	2273.420577251454	1.6176978630153078	-153.60181728548693	0.0016194350916248585	0.7325648634616195	0.26743513653838075	Infinity	-4.555626373573394	738.2791323896756	-5.60046267008426	960.9221415910503
8530000	-159.1454088317022	NaN	-159.1454088317022	NaN	1336.7305339007823	0.4053008819615626	-146.8831600456416	9.267135548964807E-4	0.3434671147856388	0.6565328852143615	Infinity	-5.417069796182403	716.0579736806066	-6.439878107916655	1135.334355484769
8540000	-157.7782817246822	NaN	-157.7782817246822	NaN	1629.1093852735528	1.2502897543074962	-145.19559169169003	0.0013994594373678477	0.3434671147856388	0.6565328852143615	Infinity	-4.7172650341414695	725.8657012512049	-6.615135244543202	1147.7177393105133
8550000	-174.4670881376071	NaN	-174.4670881376071	NaN	4977.562597834494	1.2844105955755032	-162.47955358963017	4.284365368185695E-4	0.3434671147856388	0.6565328852143615	Infinity	-4.702743822612481	726.3277488741153	-6.000380129788931	1097.5983002511998
8560000	-150.88577460203132	NaN	-150.88577460203132	NaN	1487.4207023863974	0.2595413376620361	-140.39637607777976	0.0016800918748831118	0.811379123151073	0.1886208768489272	Infinity	-4.626286343314359	729.5087898771883	-5.6035708432751825	960.1346957662636
8570000	-158.12769645500157	NaN	-158.12769645500157	NaN	2006.754752362972	0.1252146267966206	-147.20239736113123	0.0013244090426564588	0.811379123151073	0.1886208768489272	Infinity	-4.648047520141475	752.608402217131	-6.152036946932231	1112.06500147142
8580000	-156.20379985734334	NaN	-156.20379985734334	NaN	1607.3587472934523	0.27616227523646536	-145.4009625593906	0.0012835016806611844	0.47641658627664	0.5235834137233603	Infinity	-4.609646867878592	730.4908687007099	-5.917028154837708	911.3524466615187
8590000	-156.03205940265337	NaN	-156.03205940265337	NaN	1356.26401219851	0.5356984072297026	-143.04753260136928	0.0022447249123267953	0.02798129635393598	0.9720187036460644	Infinity	-6.108630980289812	845.1367699381852	-6.340197413764576	872.2433019703615
8600000	-158.3255621672847	NaN	-158.3255621672847	NaN	1534.1177857354403	2.3151987499780695	-144.37379329819368	0.0013144986899919382	0.8543307066706726	0.14566929332932776	Infinity	-4.783924523024547	763.1697637679825	-6.8526455960883865	836.9946702162397
8610000	-153.15901446707235	NaN	-153.15901446707235	NaN	1040.573980307373	0.9200460151724205	-141.46399773337254	0.0011434473504728312	0.5064112934397706	0.49358870656022974	Infinity	-5.159009640628904	718.3101695853574	-5.6159610778984685	957.1392116951392
8620000	-152.507334826481	NaN	-152.507334826481	NaN	1401.0885597982087	0.2807709335256494	-141.70292761445498	0.0011928882843392004	0.11583753085722881	0.8841624691427716	Infinity	-4.58025216278904	745.1584613098322	-5.943384115711348	1091.5724190483777
8630000	-160.60078031421568	NaN	-160.60078031421568	NaN	2415.786852172535	0.23388185017483884	-150.05757038399665	8.584521912051979E-4	0.15062300535805268	0.8493769946419477	Infinity	-4.635661303360914	729.0205224996788	-5.673666776683289	1054.6915089370416
8640000	-168.04214635201086	NaN	-168.04214635201086	NaN	3191.8499017745503	0.00782655185093389	-157.38978364797453	5.070666984761545E-4	0.15062300535805268	0.8493769946419477	Infinity	-4.574788600387932	733.4621936966315	-6.069747551797453	1104.464236234674
8650000	-160.41359051937718	NaN	-160.41359051937718	NaN	2690.3540498360367	0.00377453555433832	-149.8870541787515	7.506669303049021E-4	0.2145660642938313	0.785433935706169	Infinity	-4.816744792231249	765.4338731221253	-5.70601701284012	939.6827895791995
8660000	-150.74456665757864	NaN	-150.74456665757864	NaN	1216.8534077488941	0.0013116215751121003	-139.9270678449454	0.002828305406229273	0.782754188457927	0.21724581154207334	Infinity	-5.033524437179007	779.3350919901688	-5.782662753879126	928.0897733717433
8670000	-160.31934010979634	NaN	-160.31934010979634	NaN	2392.6964283882767	0.04640792065201017	-149.8011677737749	0.0010613183079996387	0.5256719384891122	0.4743280615108881	Infinity	-4.783070041865811	763.1098822895788	-5.688694373503633	942.6265471997947
8680000	-156.96981781622674	NaN	-156.96981781622674	NaN	1922.7348718612602	0.058210359737477235	-146.70808124017242	9.440633683875585E-4	0.5799353434039042	0.4200646565960961	Infinity	-4.598557985426747	731.2575612059834	-5.604968230890096	1040.2143038475942
8690000	-148.61751342644243	NaN	-148.61751342644243	NaN	1491.805514327058	0.3496271730785448	-137.32880318158945	0.0019046194769667079	0.6554689318050668	0.3445310681949335	Infinity	-5.41065214917435	802.0987352311206	-5.528430922600082	1009.2975302175556
8700000	-159.52392795692046	NaN	-159.52392795692046	NaN	2195.352557170057	1.8882727063475748	-146.67418903847755	0.0019903229993775908	0.3533579788661395	0.6466420211338608	Infinity	-4.561439571096791	741.5709553925981	-6.40002664099852	1132.3569357310569
8710000	-161.41890787384438	NaN	-161.41890787384438	NaN	3158.3780009367592	0.12301386078849254	-149.81561223952153	9.376163215592683E-4	0.29803487615648167	0.7019651238435186	Infinity	-4.5718355916541	733.8347024378074	-6.908446181880256	1166.3933570000613
8720000	-155.56199513821818	NaN	-155.56199513821818	NaN	1715.452073817467	0.15368319723268745	-143.98606237424133	0.0012694393932075805	0.502070467064901	0.4979295329350992	Infinity	-5.861387433957513	829.5415512857854	-5.560862132786659	1027.1121425172912
8730000	-155.48619341618505	NaN	-155.48619341618505	NaN	1407.2374146027437	0.40995341010314185	-143.5829046602981	0.001244469486907825	0.440672450355769	0.559327549644231	Infinity	-5.969131112677769	836.2794926170332	-5.524204233106058	998.6178718344969
8740000	-147.1155715098507	NaN	-147.1155715098507	NaN	1089.3118357068329	0.43087334538907945	-135.60820161531484	0.0021074574783418254	0.21577781607273572	0.7842221839272644	Infinity	-4.584599370191791	745.7816662496398	-6.4918971789549715	860.8749871689345
8750000	-161.95440859203566	NaN	-161.95440859203566	NaN	2251.8156908114224	2.3200291331951015	-149.0885873109748	0.0010030427432794376	0.5163968329308423	0.48360316706915774	Infinity	-4.831691265237582	766.4443989905834	-5.714100882628185	1061.6428687579385
8760000	-150.619003108489	NaN	-150.619003108489	NaN	1088.5839112419642	1.348184798632088	-138.57122816524608	0.0025998584311482742	0.5163968329308423	0.48360316706915774	Infinity	-4.988267042664869	776.5294255635941	-5.711323101946004	938.8094153070524
8770000	-149.9710310290773	NaN	-149.9710310290773	NaN	1426.5639882842645	0.05141748376723376	-139.38906919701972	0.0017396280088204938	0.8253513818067391	0.174648618193261	Infinity	-4.872029574801527	722.2359476055856	-5.658514773488811	1051.8470933218146
8780000	-152.51321782683408	NaN	-152.51321782683408	NaN	1586.1606878321788	0.42513064293643255	-141.87695506594454	0.0016639867376804832	0.8736992383715564	0.12630076162844361	Infinity	-4.567584325382446	743.0030608186116	-5.643547792570644	1048.8751620719318
8790000	-150.26892687157377	NaN	-150.26892687157377	NaN	1333.36216304126	0.7417828157300709	-138.74470311927976	0.0020337709194995415	0.8736992383715564	0.12630076162844361	Infinity	-4.990314814704551	776.6571180429133	-5.792126121859378	1073.2143978554238
8800000	-151.24050828241695	NaN	-151.24050828241695	NaN	1187.8218641841383	0.39493569816214513	-139.42505979218242	0.0024628119252367354	0.4867921037474755	0.5132078962525247	Infinity	-5.8826906684274265	830.8670970388301	-5.537822123644947	1016.5610413031205
8810000	-160.30041840028372	NaN	-160.30041840028372	NaN	2328.022142687413	1.7984902135601508	-147.5653117062635	0.0012796508536110853	0.4181385134675543	0.5818614865324458	Infinity	-5.287622475837026	794.7209576884611	-5.648994004623055	1049.9770518198684
8820000	-163.65523008424995	NaN	-163.65523008424995	NaN	2923.1359699096924	2.1899678729861476	-150.8768025605442	8.660123102506837E-4	0.4884915379059034	0.5115084620940968	Infinity	-5.0578064583129825	780.8280017854381	-5.530653192406589	988.5593066522827
8830000	-150.0057438419359	NaN	-150.0057438419359	NaN	1425.291901184623	0.45932051425830894	-137.92850342656183	0.002542300374621167	0.4884915379059034	0.5115084620940968	Infinity	-4.585817397795165	745.9493293710615	-7.03210250332061	1173.6659888480094
8840000	-153.00466516252627	NaN	-153.00466516252627	NaN	1359.3903759779746	0.742036665993679	-142.05016749748415	0.0012200753816136779	0.37141729343368435	0.6285827065663159	Infinity	-4.598200917614459	731.2841949201328	-5.614260081433959	957.5379316939943
8850000	-155.3574601564443	NaN	-155.3574601564443	NaN	1526.004799112831	0.9304845356626895	-144.34444290615878	0.0014462734733096008	0.3455014364736875	0.6544985635263127	Infinity	-4.558422958782424	736.4515356500656	-5.524109755840407	1000.1439894192963
8860000	-158.27827284551154	NaN	-158.27827284551154	NaN	2529.3700038531156	2.2795611048686872	-145.41809384239468	0.0018208477959522243	0.3369361654787363	0.6630638345212639	Infinity	-4.58242853190278	745.4756105969107	-5.998189366345378	1097.373574151575
8870000	-150.48865770633535	NaN	-150.48865770633535	NaN	1421.74541421404	0.25462242868205925	-139.69685453178423	0.00159100466342945	0.755031216103979	0.24496878389602111	Infinity	-4.884221508850169	722.0158162668824	-5.6529592370188695	1050.764262592124
8880000	-155.7400777821501	NaN	-155.7400777821501	NaN	1207.3898334565936	0.8112408504206309	-143.14600895663642	0.0012147098929233989	0.755031216103979	0.24496878389602111	Infinity	-6.011276960034935	838.9389823555655	-5.771551015058109	1070.3480342106793
8890000	-166.11272978097816	NaN	-166.11272978097816	NaN	2441.805722573203	2.089957939101328	-150.8931503667354	0.0014345150519087455	0.9822982965920928	0.01770170340790736	Infinity	-4.555821613567668	739.0394412284353	-8.57379986157375	1246.9692751085036
8900000	-165.25418664628296	NaN	-165.25418664628296	NaN	2727.2497131455398	2.1390310763882447	-149.96458087040392	8.152575562886938E-4	0.1889114980614558	0.8110885019385443	Infinity	-7.5655298537489415	949.3388570938354	-5.585044845741859	1034.9102066877567
8910000	-154.51534291295664	NaN	-154.51534291295664	NaN	1616.2680077735897	0.09612279503124718	-143.61699772144783	0.0014370601416758316	0.8544428747736585	0.14555712522634157	Infinity	-4.815454204631932	765.3460597682856	-5.9867681918456315	1096.193500056175
8920000	-166.41488077283435	NaN	-166.41488077283435	NaN	1754.52007046085	0.13026322887839972	-150.26916388660416	0.0011221388936532258	0.8544428747736585	0.14555712522634157	Infinity	-6.0924585144767045	844.1017713050161	-9.922995142875093	1296.6103984583929
8930000	-157.79542091488426	NaN	-157.79542091488426	NaN	1699.250767011978	0.6582120360216986	-147.0115060301174	0.0011745852616136014	0.5031819621882134	0.49681803781178663	Infinity	-4.5571732887988805	736.9503069745348	-5.568529559946294	1029.8063217299718
8940000	-160.9803364102877	NaN	-160.9803364102877	NaN	2183.590719983666	0.10492466371453497	-149.9361602896904	0.0010534104060957092	0.5550769322037697	0.44492306779623025	Infinity	-5.414010613307747	802.3002950432995	-5.525240843575017	995.2415876970298
8950000	-165.60724048800458	NaN	-165.60724048800458	NaN	3665.8747451471263	0.010940129061026958	-155.04121549162525	9.081335788678403E-4	0.8707644084843438	0.12923559151565622	Infinity	-4.999487875012954	777.2281962011255	-5.555596992305351	974.9048717426721
8960000	-153.82086638774408	NaN	-153.82086638774408	NaN	1408.9314334466144	0.0065326671065259094	-143.06249598211	0.002043909965234466	0.28194203901774917	0.7180579609822508	Infinity	-5.2250966057529835	790.9667139985011	-5.526741132774599	1007.255912874111
8970000	-152.02280119303737	NaN	-152.02280119303737	NaN	1526.7610844139197	0.016362812326716648	-141.0616385896126	0.0018620264138738852	0.6557199569362164	0.34428004306378357	Infinity	-4.929002069139678	772.7961652325056	-6.015797721958352	1099.1654176379636
8980000	-155.6332992763388	NaN	-155.6332992763388	NaN	1860.440314970582	0.11464413017043691	-145.38543060150198	0.0010344253433226117	0.08536230554140839	0.9146376944585917	Infinity	-4.571879401805802	743.8109304242072	-5.561345142860568	972.7102863086459
8990000	-152.0738405662124	NaN	-152.0738405662124	NaN	1861.6074444329574	0.046520683965557405	-141.5141701226759	0.0012529619178874563	0.4978375998713459	0.5021624001286542	Infinity	-4.89306120329348	770.4888610413929	-5.620088556277457	1043.8132028239645
9000000	-153.4347304697851	NaN	-153.4347304697851	NaN	1546.7017219994548	0.39877192425691554	-142.91638164517101	0.0015933358916758254	0.4978375998713459	0.5021624001286542	Infinity	-4.595387580810027	747.1839558715308	-5.5241893195471405	1001.2696484109908
9010000	-153.9918351662476	NaN	-153.9918351662476	NaN	2140.6889554625477	0.3918126278838914	-142.9113926515487	0.0013696904698941997	0.15557037939960924	0.844429620600391	Infinity	-4.567775125979992	734.4168577215139	-6.1208547608350194	890.7529367312553
9020000	-156.0797207291881	NaN	-156.0797207291881	NaN	1852.3404817274625	0.4245841818074804	-145.45641691126374	0.002139259470537986	0.15557037939960924	0.844429620600391	Infinity	-4.555885423305226	739.1198737916297	-5.642834212811625	1048.728942861273
9030000	-161.7964842681754	NaN	-161.7964842681754	NaN	2340.4347606369174	0.22594660605292832	-151.12665393743575	6.64118804606703E-4	0.984412323194169	0.015587676805831119	Infinity	-4.564686419008359	734.9382086798036	-5.879197305678375	1084.2720103576046
9040000	-166.4756467172469	NaN	-166.4756467172469	NaN	2680.802555697434	3.0456182278654964	-152.77997433343324	8.185272233561397E-4	0.8955838278951893	0.10441617210481086	Infinity	-4.560609409855779	741.3318825782565	-6.089444746092373	893.6669358196042
9050000	-157.2763732233089	NaN	-157.2763732233089	NaN	1977.9327181734593	1.2036726074944444	-145.08049201350642	0.0014497204907500637	0.8869680388963536	0.11303196110364676	Infinity	-4.5560369047232205	737.6592429544988	-6.436171697584832	1135.0602071960552
9060000	-152.8366185731389	NaN	-152.8366185731389	NaN	1159.7932814971234	0.20759094579391654	-141.55159349550732	0.0019055849082785267	0.2264249022897845	0.7735750977102158	Infinity	-4.63715652895147	751.6031300310177	-6.440277602886211	1135.3638713758917
9070000	-152.7463700692001	NaN	-152.7463700692001	NaN	1117.0332597842753	0.02365350479625324	-141.726587127082	0.002826689050391347	0.9972279425188104	0.0027720574811900267	Infinity	-5.469578578818923	805.6385248198349	-5.526550858502924	993.0112385787459
9080000	-154.50737747172516	NaN	-154.50737747172516	NaN	1508.0035392383822	0.01346641745958996	-143.37911203988114	0.0010845754342444806	0.022790962407779836	0.9772090375922206	Infinity	-4.79082968637147	763.6518148084228	-6.323969328012961	1126.480086086324
9090000	-163.26703640221186	NaN	-163.26703640221186	NaN	3604.7737612554556	0.039085139453423665	-151.5696758973577	8.671740769485147E-4	0.04679728224558499	0.9532027177544155	Infinity	-5.26268889461755	793.2249045833183	-6.395586470783165	1132.0210401103097
9100000	-165.2570845613538	NaN	-165.2570845613538	NaN	3599.387346201919	0.12339564901137674	-152.36744338523206	7.916465009219674E-4	0.10206746737195527	0.8979325326280451	Infinity	-6.361699694068763	861.6331772278629	-6.40454583304159	1132.6979362197337
9110000	-156.32798141802618	NaN	-156.32798141802618	NaN	1789.1427200304745	0.5993954023990524	-145.53427169376698	9.148468898011599E-4	0.10206746737195527	0.8979325326280451	Infinity	-4.583077785099139	732.5679286222066	-5.611236536761013	958.256062100408
9120000	-159.05250207717697	NaN	-159.05250207717697	NaN	1899.3297193990213	1.425347209284034	-146.97719726112575	0.0011725605197604207	0.9157011456833452	0.08429885431665518	Infinity	-4.949111373656823	774.0717624876721	-5.700846233110347	1059.453765888728
9130000	-161.70652639866296	NaN	-161.70652639866296	NaN	3688.4310641576185	0.7332129221255527	-150.85750976212609	8.095811123513372E-4	0.963586158507039	0.036413841492961285	Infinity	-4.57912733621812	732.9708489738805	-5.536676378193226	1015.8541218618137
9140000	-160.7213022371867	NaN	-160.7213022371867	NaN	3993.237313129917	0.35146887808489585	-149.9728840945232	9.90731068041675E-4	0.07188124758929193	0.9281187524107084	Infinity	-4.872809368325804	769.170587503582	-5.524139896252822	1000.789646250649
9150000	-154.66647065262973	NaN	-154.66647065262973	NaN	1822.7367335582808	0.15006379339086878	-144.1281221367523	0.0024812871198257205	0.6948849205602668	0.3051150794397335	Infinity	-4.850135645390815	722.6492639852645	-5.538149077095738	1016.7573016341975
9160000	-150.6681960421562	NaN	-150.6681960421562	NaN	1719.2053081271965	0.5833689135223773	-139.82942480903466	0.0018276597206360044	0.9470242546772255	0.052975745322774825	Infinity	-4.707234599437874	726.1814724581092	-5.548167720161291	1021.9358159039169
9170000	-150.38703973943848	NaN	-150.38703973943848	NaN	1289.469124635731	0.38071640050372646	-138.63919489403585	0.001872698133752494	0.10922113628652919	0.8907788637134711	Infinity	-4.841022089341755	767.0695818350326	-6.5261063555571495	858.4374600140005
9180000	-161.18006619747655	NaN	-161.18006619747655	NaN	2134.437693361555	1.393687644228746	-149.07250146235208	0.0018492975356209059	0.11152406495407759	0.8884759350459227	Infinity	-5.030948807301853	779.1762715525131	-5.682928283593874	1056.3594826805765
9190000	-155.55162176717297	NaN	-155.55162176717297	NaN	2303.5211915772793	0.8363526103577028	-144.58361355343743	0.0013508836765375775	0.26907416467754697	0.7309258353224534	Infinity	-4.557397435626308	736.8484969266426	-5.574258167751536	1031.6700011237044
9200000	-160.7730725918378	NaN	-160.7730725918378	NaN	2779.5627517137314	0.7926577182267114	-148.95892411326136	0.0016025750230860827	0.5094200646120768	0.49057993538792355	Infinity	-5.495567854239134	807.2024853942639	-5.525922906110593	1006.0235984557896
9210000	-157.69514162054887	NaN	-157.69514162054887	NaN	1675.167760189	0.03910570758382646	-147.1345906788662	0.001332006747750534	0.5094200646120768	0.49057993538792355	Infinity	-4.934916830201164	773.1724060531916	-5.586528403897678	964.6673848392411
9220000	-160.16397035370574	NaN	-160.16397035370574	NaN	1534.9400092710189	0.10056348657343916	-149.52780019630063	8.144160992658225E-4	0.8119380480171068	0.1880619519828935	Infinity	-4.698765099869705	726.4600455849793	-5.83684157096196	1079.0863896974943
9230000	-161.65793439368136	NaN	-161.65793439368136	NaN	2100.3021625764504	0.7312193821623753	-149.10900726247084	9.347908038758388E-4	0.8239458474686397	0.17605415253136059	Infinity	-6.116705599761238	845.6543523719262	-5.701002149286902	1059.4799848846883
9240000	-148.5593358843202	NaN	-148.5593358843202	NaN	1240.9999923733383	0.20023446137421458	-137.61495655322878	0.0018317826632629364	0.13964832781230851	0.8603516721876918	Infinity	-4.560716045789746	735.7827417645398	-6.183428823927475	885.1679396044196
9250000	-156.69716906499374	NaN	-156.69716906499374	NaN	1536.2224614364256	0.17407308663515123	-145.23777885949866	0.0011344850051522226	0.002114362732670405	0.9978856372673299	Infinity	-4.843337364667609	767.2240754869355	-6.4419797541923165	1135.4895593763263
9260000	-159.12932453347474	NaN	-159.12932453347474	NaN	2662.272922755992	0.3399766935927876	-147.9069493462703	0.0015234306427920584	0.5726316353259289	0.42736836467407147	Infinity	-4.5556564100056605	738.1810112135921	-6.326742083606004	1126.699121102969
9270000	-163.66447520038616	NaN	-163.66447520038616	NaN	3396.8058229243647	0.2554523729675182	-152.40616086033427	6.450545386553997E-4	0.6048290915666643	0.39517090843333597	Infinity	-5.081533446849386	782.2798745366005	-5.921328520235007	1089.131341406067
9280000	-153.96156961138385	NaN	-153.96156961138385	NaN	1068.8022538305165	0.5570930544031771	-142.10453348000084	0.0022359516863685977	0.6048290915666643	0.39517090843333597	Infinity	-4.580380230046461	745.1774337297323	-6.719562846933364	845.3743793712956
9290000	-169.10903128507113	NaN	-169.10903128507113	NaN	2939.592068993067	0.9478113411031995	-157.72097723879233	7.089693893527682E-4	0.4151416345946693	0.584858365405331	Infinity	-4.91610401890639	721.4705484263852	-5.524138686269185	999.2258284890075
9300000	-168.7065934920983	NaN	-168.7065934920983	NaN	2422.985553021431	1.5879143022340905	-153.76945738527576	7.8551598812974E-4	0.05242088193594563	0.9475791180640547	Infinity	-5.264546485557224	793.3364012388191	-8.084675319031257	1226.2992090060632
9310000	-164.60421798910534	NaN	-164.60421798910534	NaN	2813.881583062882	0.6004190934215203	-153.1620985999199	8.883882416382168E-4	0.4152069059865179	0.5847930940134826	Infinity	-4.559059902803469	740.8300176497515	-6.282640392960473	876.8308745043865
9320000	-165.35893756190936	NaN	-165.35893756190936	NaN	2833.2784723795135	0.5572811145694853	-153.89867101443838	9.627267429812076E-4	0.4152069059865179	0.5847930940134826	Infinity	-4.775088665749716	724.2827824763409	-6.127896767151789	1109.8897673087922
9330000	-154.83696804856208	NaN	-154.83696804856208	NaN	1224.0915904079454	1.4344444481669119	-140.61592799837842	0.0010528578730962768	0.30402391959527064	0.6959760804047297	Infinity	-4.827001606512619	766.1285768457727	-7.959593995504114	779.2972462196564
